,0
541,119.0
542,156.0
543,13.0
544,15.0
545,17.0
546,105.0
547,12.0
548,17.0
549,144.0
550,14.0
551,9.0
552,121.0
553,148.0
554,129.0
555,13.0
556,15.0
557,14.0
558,157.0
559,17.0
560,242.0
561,14.0
562,13.0
563,10.0
564,10.0
565,12.0
566,13.0
567,12.0
568,10.0
569,12.0
570,12.0
571,11.0
572,12.0
573,15.0
574,13.0
575,117.0
576,13.0
577,11.0
578,11.0
579,13.0
580,14.0
581,11.0
582,12.0
583,14.0
584,12.0
585,11.0
586,10.0
587,18.0
588,12.0
589,11.0
590,13.0
591,13.0
592,14.0
593,13.0
594,13.0
595,14.0
596,11.0
597,13.0
598,13.0
599,14.0
